#NAME,DATE,VMAG,VERR,FILT,TRANS,MTYPE,CNAME,CMAG,KNAME,KMAG,AMASS,GROUP,CHART,NOTES
N SCO 1437,2458974.23436,16.581,0.023,CV,NO,STD,143-000-BLZ-687,11.718,151-000-BLZ-686,12.425,1.0673,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.23509,16.582,0.022,CV,NO,STD,143-000-BLZ-687,11.704,151-000-BLZ-686,12.415,1.0685,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.23582,16.610,0.023,CV,NO,STD,143-000-BLZ-687,11.710,151-000-BLZ-686,12.415,1.0697,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.23655,16.624,0.023,CV,NO,STD,143-000-BLZ-687,11.713,151-000-BLZ-686,12.404,1.0709,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.23728,16.599,0.023,CV,NO,STD,143-000-BLZ-687,11.717,151-000-BLZ-686,12.396,1.0722,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.23801,16.627,0.023,CV,NO,STD,143-000-BLZ-687,11.722,151-000-BLZ-686,12.416,1.0734,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.23874,16.632,0.023,CV,NO,STD,143-000-BLZ-687,11.718,151-000-BLZ-686,12.418,1.0747,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.23947,16.642,0.023,CV,NO,STD,143-000-BLZ-687,11.715,151-000-BLZ-686,12.409,1.0760,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.24019,16.665,0.024,CV,NO,STD,143-000-BLZ-687,11.726,151-000-BLZ-686,12.429,1.0773,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.24091,16.664,0.024,CV,NO,STD,143-000-BLZ-687,11.726,151-000-BLZ-686,12.431,1.0786,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.24164,16.617,0.023,CV,NO,STD,143-000-BLZ-687,11.720,151-000-BLZ-686,12.424,1.0799,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.24236,16.672,0.024,CV,NO,STD,143-000-BLZ-687,11.715,151-000-BLZ-686,12.416,1.0812,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.24309,16.648,0.023,CV,NO,STD,143-000-BLZ-687,11.717,151-000-BLZ-686,12.417,1.0826,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.24382,16.625,0.023,CV,NO,STD,143-000-BLZ-687,11.724,151-000-BLZ-686,12.421,1.0840,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.24455,16.660,0.024,CV,NO,STD,143-000-BLZ-687,11.741,151-000-BLZ-686,12.445,1.0854,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.24527,16.678,0.024,CV,NO,STD,143-000-BLZ-687,11.724,151-000-BLZ-686,12.425,1.0868,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.24600,16.627,0.023,CV,NO,STD,143-000-BLZ-687,11.722,151-000-BLZ-686,12.431,1.0883,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.24672,16.676,0.024,CV,NO,STD,143-000-BLZ-687,11.727,151-000-BLZ-686,12.421,1.0897,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.24744,16.632,0.023,CV,NO,STD,143-000-BLZ-687,11.730,151-000-BLZ-686,12.422,1.0912,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.24817,16.609,0.023,CV,NO,STD,143-000-BLZ-687,11.738,151-000-BLZ-686,12.422,1.0927,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.24890,16.581,0.022,CV,NO,STD,143-000-BLZ-687,11.722,151-000-BLZ-686,12.426,1.0942,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.24963,16.559,0.022,CV,NO,STD,143-000-BLZ-687,11.742,151-000-BLZ-686,12.440,1.0957,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.25035,16.548,0.022,CV,NO,STD,143-000-BLZ-687,11.763,151-000-BLZ-686,12.466,1.0972,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.25108,16.534,0.022,CV,NO,STD,143-000-BLZ-687,11.755,151-000-BLZ-686,12.458,1.0988,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.25181,16.526,0.022,CV,NO,STD,143-000-BLZ-687,11.774,151-000-BLZ-686,12.470,1.1004,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.27508,16.029,0.016,CV,NO,STD,143-000-BLZ-687,11.785,151-000-BLZ-686,12.490,1.1615,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.27581,15.954,0.015,CV,NO,STD,143-000-BLZ-687,11.795,151-000-BLZ-686,12.501,1.1638,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.27653,15.982,0.015,CV,NO,STD,143-000-BLZ-687,11.795,151-000-BLZ-686,12.491,1.1661,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.27726,15.964,0.015,CV,NO,STD,143-000-BLZ-687,11.800,151-000-BLZ-686,12.508,1.1684,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.27799,15.989,0.015,CV,NO,STD,143-000-BLZ-687,11.742,151-000-BLZ-686,12.444,1.1707,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.27872,15.956,0.015,CV,NO,STD,143-000-BLZ-687,11.759,151-000-BLZ-686,12.478,1.1731,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.27944,15.949,0.014,CV,NO,STD,143-000-BLZ-687,11.748,151-000-BLZ-686,12.458,1.1755,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.28016,15.905,0.014,CV,NO,STD,143-000-BLZ-687,11.761,151-000-BLZ-686,12.461,1.1779,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.28089,15.885,0.014,CV,NO,STD,143-000-BLZ-687,11.753,151-000-BLZ-686,12.449,1.1803,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.28162,15.848,0.014,CV,NO,STD,143-000-BLZ-687,11.760,151-000-BLZ-686,12.453,1.1828,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.28234,15.850,0.013,CV,NO,STD,143-000-BLZ-687,11.754,151-000-BLZ-686,12.463,1.1852,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.28307,15.865,0.014,CV,NO,STD,143-000-BLZ-687,11.754,151-000-BLZ-686,12.445,1.1877,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.28380,15.913,0.014,CV,NO,STD,143-000-BLZ-687,11.736,151-000-BLZ-686,12.437,1.1902,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.28453,15.842,0.013,CV,NO,STD,143-000-BLZ-687,11.733,151-000-BLZ-686,12.438,1.1928,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.28525,15.824,0.013,CV,NO,STD,143-000-BLZ-687,11.737,151-000-BLZ-686,12.439,1.1954,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.28597,15.829,0.013,CV,NO,STD,143-000-BLZ-687,11.745,151-000-BLZ-686,12.450,1.1980,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.28670,15.831,0.013,CV,NO,STD,143-000-BLZ-687,11.737,151-000-BLZ-686,12.437,1.2006,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.28743,15.934,0.014,CV,NO,STD,143-000-BLZ-687,11.746,151-000-BLZ-686,12.437,1.2033,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.28815,15.908,0.014,CV,NO,STD,143-000-BLZ-687,11.743,151-000-BLZ-686,12.450,1.2059,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.28888,15.950,0.015,CV,NO,STD,143-000-BLZ-687,11.756,151-000-BLZ-686,12.452,1.2086,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.28961,15.920,0.014,CV,NO,STD,143-000-BLZ-687,11.735,151-000-BLZ-686,12.446,1.2114,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.29032,15.965,0.014,CV,NO,STD,143-000-BLZ-687,11.729,151-000-BLZ-686,12.431,1.2141,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.29105,15.935,0.014,CV,NO,STD,143-000-BLZ-687,11.732,151-000-BLZ-686,12.442,1.2169,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.29178,15.965,0.015,CV,NO,STD,143-000-BLZ-687,11.739,151-000-BLZ-686,12.426,1.2197,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.29251,15.968,0.015,CV,NO,STD,143-000-BLZ-687,11.740,151-000-BLZ-686,12.440,1.2226,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.29324,15.974,0.015,CV,NO,STD,143-000-BLZ-687,11.740,151-000-BLZ-686,12.453,1.2255,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.29396,15.936,0.014,CV,NO,STD,143-000-BLZ-687,11.747,151-000-BLZ-686,12.448,1.2283,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.29469,15.976,0.015,CV,NO,STD,143-000-BLZ-687,11.739,151-000-BLZ-686,12.453,1.2313,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.29542,15.975,0.015,CV,NO,STD,143-000-BLZ-687,11.738,151-000-BLZ-686,12.444,1.2342,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.29613,15.961,0.015,CV,NO,STD,143-000-BLZ-687,11.733,151-000-BLZ-686,12.446,1.2372,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.29686,15.962,0.015,CV,NO,STD,143-000-BLZ-687,11.737,151-000-BLZ-686,12.443,1.2402,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.29759,15.947,0.015,CV,NO,STD,143-000-BLZ-687,11.743,151-000-BLZ-686,12.437,1.2433,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.29832,15.914,0.014,CV,NO,STD,143-000-BLZ-687,11.729,151-000-BLZ-686,12.437,1.2463,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.29905,15.861,0.014,CV,NO,STD,143-000-BLZ-687,11.731,151-000-BLZ-686,12.434,1.2495,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.29978,15.862,0.014,CV,NO,STD,143-000-BLZ-687,11.731,151-000-BLZ-686,12.450,1.2526,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.30050,15.833,0.013,CV,NO,STD,143-000-BLZ-687,11.740,151-000-BLZ-686,12.436,1.2557,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.30123,15.802,0.013,CV,NO,STD,143-000-BLZ-687,11.734,151-000-BLZ-686,12.432,1.2589,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.30196,15.795,0.013,CV,NO,STD,143-000-BLZ-687,11.733,151-000-BLZ-686,12.434,1.2622,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.30267,15.806,0.013,CV,NO,STD,143-000-BLZ-687,11.732,151-000-BLZ-686,12.435,1.2654,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.30340,15.906,0.014,CV,NO,STD,143-000-BLZ-687,11.747,151-000-BLZ-686,12.449,1.2687,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.30413,15.805,0.013,CV,NO,STD,143-000-BLZ-687,11.734,151-000-BLZ-686,12.441,1.2720,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.30486,15.819,0.013,CV,NO,STD,143-000-BLZ-687,11.742,151-000-BLZ-686,12.438,1.2754,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.30559,15.801,0.013,CV,NO,STD,143-000-BLZ-687,11.747,151-000-BLZ-686,12.441,1.2788,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.30631,15.789,0.013,CV,NO,STD,143-000-BLZ-687,11.746,151-000-BLZ-686,12.444,1.2821,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.30704,15.751,0.013,CV,NO,STD,143-000-BLZ-687,11.756,151-000-BLZ-686,12.453,1.2856,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.30777,15.729,0.012,CV,NO,STD,143-000-BLZ-687,11.734,151-000-BLZ-686,12.442,1.2891,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.30848,15.717,0.012,CV,NO,STD,143-000-BLZ-687,11.751,151-000-BLZ-686,12.457,1.2926,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.30921,15.731,0.013,CV,NO,STD,143-000-BLZ-687,11.774,151-000-BLZ-686,12.490,1.2961,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.30994,15.829,0.013,CV,NO,STD,143-000-BLZ-687,11.760,151-000-BLZ-686,12.466,1.2997,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.31066,15.900,0.014,CV,NO,STD,143-000-BLZ-687,11.772,151-000-BLZ-686,12.480,1.3033,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.31139,15.932,0.015,CV,NO,STD,143-000-BLZ-687,11.766,151-000-BLZ-686,12.467,1.3070,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.31212,15.855,0.014,CV,NO,STD,143-000-BLZ-687,11.772,151-000-BLZ-686,12.456,1.3107,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.31285,15.872,0.014,CV,NO,STD,143-000-BLZ-687,11.757,151-000-BLZ-686,12.450,1.3144,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.31358,15.915,0.014,CV,NO,STD,143-000-BLZ-687,11.740,151-000-BLZ-686,12.451,1.3182,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.31429,15.862,0.014,CV,NO,STD,143-000-BLZ-687,11.749,151-000-BLZ-686,12.458,1.3219,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.31502,15.879,0.014,CV,NO,STD,143-000-BLZ-687,11.744,151-000-BLZ-686,12.449,1.3258,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.31575,15.889,0.015,CV,NO,STD,143-000-BLZ-687,11.740,151-000-BLZ-686,12.443,1.3297,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.31648,15.877,0.015,CV,NO,STD,143-000-BLZ-687,11.740,151-000-BLZ-686,12.457,1.3336,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.31721,15.849,0.015,CV,NO,STD,143-000-BLZ-687,11.758,151-000-BLZ-686,12.457,1.3375,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.31794,15.893,0.015,CV,NO,STD,143-000-BLZ-687,11.735,151-000-BLZ-686,12.441,1.3415,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.31866,15.883,0.016,CV,NO,STD,143-000-BLZ-687,11.746,151-000-BLZ-686,12.440,1.3455,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.31939,15.909,0.017,CV,NO,STD,143-000-BLZ-687,11.732,151-000-BLZ-686,12.426,1.3496,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.32012,15.884,0.017,CV,NO,STD,143-000-BLZ-687,11.735,151-000-BLZ-686,12.429,1.3537,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.32083,15.857,0.017,CV,NO,STD,143-000-BLZ-687,11.729,151-000-BLZ-686,12.426,1.3578,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.32156,15.833,0.018,CV,NO,STD,143-000-BLZ-687,11.758,151-000-BLZ-686,12.461,1.3620,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.32229,15.851,0.020,CV,NO,STD,143-000-BLZ-687,11.768,151-000-BLZ-686,12.490,1.3662,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.32302,15.893,0.022,CV,NO,STD,143-000-BLZ-687,11.799,151-000-BLZ-686,12.510,1.3705,na,X25341EJ,T50 - Siding Spring(Clear->V)
